Date of Travel,City,Company,KM Travelled,Price Charged,Cost of Trip,Population,Users,Number of Males,Payments by Cash,Number of Females,Payments by Card,Average Income
2018-02-26,TUCSON AZ,Pink Cab,28.32,272.49,322.848,631442,5712,1,0,0,1,23105.0
2018-02-26,WASHINGTON DC,Pink Cab,38.79,460.73,404.673,418859,127001,1,0,1,2,18949.5
2018-02-26,WASHINGTON DC,Yellow Cab,450.42,7809.51,6139.5612,418859,127001,11,10,7,8,12368.277777777777
2018-02-27,ATLANTA GA,Pink Cab,62.870000000000005,901.04,648.5,814885,24701,1,1,1,1,22468.0
2018-02-27,ATLANTA GA,Yellow Cab,49.36,1086.15,636.6336,814885,24701,2,2,1,1,10748.0
2018-02-27,AUSTIN TX,Pink Cab,21.85,448.36,255.645,698371,14978,0,0,1,1,5505.0
2018-02-27,BOSTON MA,Pink Cab,36.72,404.47,407.592,248968,80021,0,1,1,0,18301.0
2018-02-27,BOSTON MA,Yellow Cab,205.5,3098.59,2678.1,248968,80021,5,3,5,7,10723.4
2018-02-27,CHICAGO IL,Pink Cab,105.41,1257.46,1188.442,1955130,164468,3,2,2,3,14481.8
2018-02-27,CHICAGO IL,Yellow Cab,401.75,6357.349999999999,5268.0084,1955130,164468,13,8,7,12,12330.85
2018-02-27,DALLAS TX,Yellow Cab,64.16,1561.02,891.936,942908,22157,1,2,1,0,13912.5
2018-02-27,DENVER CO,Yellow Cab,74.38999999999999,1428.49,1005.4188,754233,12421,4,0,0,4,19659.5
2018-02-27,LOS ANGELES CA,Pink Cab,150.12,1933.98,1631.74,1595037,144132,5,4,2,3,13463.285714285714
2018-02-27,LOS ANGELES CA,Yellow Cab,182.91,3357.07,2447.844,1595037,144132,6,3,3,6,12503.555555555555
2018-02-27,NASHVILLE TN,Pink Cab,32.08,397.66999999999996,377.53600000000006,327225,9270,1,2,1,0,14725.5
2018-02-27,NEW YORK NY,Pink Cab,98.47,1446.65,1043.297,8405837,302149,1,2,2,1,10078.333333333334
2018-02-27,NEW YORK NY,Yellow Cab,647.33,16885.38,8743.1844,8405837,302149,15,9,11,17,16315.038461538461
2018-02-27,ORANGE COUNTY,Pink Cab,37.74,589.9,377.4,1030185,12994,1,1,0,0,16754.0
2018-02-27,PHOENIX AZ,Pink Cab,15.82,147.14,175.602,943999,6133,1,0,0,1,9619.0
2018-02-27,SAN DIEGO CA,Pink Cab,56.879999999999995,769.4699999999999,600.432,959307,69995,1,0,1,2,17765.5
2018-02-27,SAN DIEGO CA,Yellow Cab,86.65,1601.5800000000002,1182.21,959307,69995,1,1,2,2,16166.666666666666
2018-02-27,SEATTLE WA,Pink Cab,7.14,91.16,79.254,671238,25063,0,1,1,0,15525.0
2018-02-27,SEATTLE WA,Yellow Cab,29.75,433.33,410.55,671238,25063,1,1,0,0,11739.0
2018-02-27,SILICON VALLEY,Pink Cab,125.8,1809.7900000000002,1365.67,1177609,27247,2,1,3,4,20921.8
2018-02-27,SILICON VALLEY,Yellow Cab,15.54,364.92,193.9392,1177609,27247,0,0,1,1,3884.0
2018-02-27,WASHINGTON DC,Pink Cab,15.75,194.45,163.70999999999998,418859,127001,2,1,0,1,14672.5
2018-02-27,WASHINGTON DC,Yellow Cab,465.58,7742.34,6197.7036,418859,127001,14,7,9,16,12962.304347826086
2018-02-28,ATLANTA GA,Yellow Cab,41.559999999999995,806.58,582.8664,814885,24701,2,0,0,2,13710.0
2018-02-28,AUSTIN TX,Yellow Cab,23.04,417.63,326.2464,698371,14978,1,0,0,1,4582.0
2018-02-28,BOSTON MA,Pink Cab,33.480000000000004,416.99,356.94,248968,80021,0,0,2,2,24793.0
2018-02-28,BOSTON MA,Yellow Cab,247.29000000000002,3692.59,3261.0468,248968,80021,5,3,4,6,15124.222222222223
2018-02-28,CHICAGO IL,Yellow Cab,519.53,8009.28,6761.754,1955130,164468,21,16,9,14,16123.733333333334
2018-02-28,DALLAS TX,Yellow Cab,87.69,2205.48,1098.0720000000001,942908,22157,2,2,1,1,17507.333333333332
2018-02-28,LOS ANGELES CA,Pink Cab,177.89,2187.5099999999998,1966.1770000000001,1595037,144132,3,2,4,5,11056.57142857143
2018-02-28,LOS ANGELES CA,Yellow Cab,253.11,4846.66,3337.3464,1595037,144132,7,2,4,9,17753.81818181818
2018-02-28,MIAMI FL,Yellow Cab,8.32,159.48,103.8336,1339155,17675,0,0,1,1,12352.0
2018-02-28,NEW YORK NY,Pink Cab,17.92,228.12,179.2,8405837,302149,0,0,1,1,10273.0
2018-02-28,NEW YORK NY,Yellow Cab,788.3199999999999,21227.75,10426.938,8405837,302149,17,16,13,14,16525.666666666668
2018-02-28,PHOENIX AZ,Pink Cab,33.6,306.66,352.8,943999,6133,1,0,0,1,23058.0
2018-02-28,SACRAMENTO CA,Pink Cab,18.02,245.38,180.2,545776,7044,0,0,1,1,22845.0
2018-02-28,SAN DIEGO CA,Pink Cab,87.84,1243.72,949.5749999999999,959307,69995,3,1,1,3,14278.0
2018-02-28,SAN DIEGO CA,Yellow Cab,97.62,1904.13,1299.9816,959307,69995,3,1,0,2,8082.333333333333
2018-02-28,SEATTLE WA,Pink Cab,67.46000000000001,852.75,785.394,671238,25063,1,2,3,2,15134.25
2018-02-28,SEATTLE WA,Yellow Cab,39.78,687.66,525.096,671238,25063,1,1,0,0,24638.0
2018-02-28,SILICON VALLEY,Pink Cab,29.0,408.56,295.8,1177609,27247,0,1,1,0,18797.0
2018-02-28,SILICON VALLEY,Yellow Cab,30.07,640.13,371.6652,1177609,27247,0,0,1,1,13786.0
2018-02-28,TUCSON AZ,Pink Cab,4.36,41.49,45.344,631442,5712,0,1,1,0,31970.0
2018-02-28,WASHINGTON DC,Yellow Cab,341.25,5566.5,4289.9556,418859,127001,7,4,6,9,14539.923076923076
2018-03-01,ATLANTA GA,Pink Cab,24.029999999999998,305.23,277.56,814885,24701,1,2,1,0,9372.0
2018-03-01,ATLANTA GA,Yellow Cab,32.98,760.71,427.4208,814885,24701,1,0,0,1,20999.0
2018-03-01,AUSTIN TX,Yellow Cab,12.0,257.28,162.72,698371,14978,1,0,0,1,12013.0
2018-03-01,BOSTON MA,Pink Cab,102.66,1185.8400000000001,1129.974,248968,80021,3,3,3,3,13402.333333333334
2018-03-01,BOSTON MA,Yellow Cab,154.24,2162.87,1989.3203999999998,248968,80021,4,5,2,1,16549.5
2018-03-01,CHICAGO IL,Pink Cab,146.51999999999998,1709.72,1535.596,1955130,164468,4,0,2,6,16680.333333333332
2018-03-01,CHICAGO IL,Yellow Cab,720.55,10956.68,9422.3868,1955130,164468,20,13,9,16,11718.51724137931
2018-03-01,DALLAS TX,Pink Cab,24.64,223.61,246.4,942908,22157,1,0,0,1,9569.0
2018-03-01,DALLAS TX,Yellow Cab,28.71,760.23,396.198,942908,22157,1,0,0,1,14421.0
2018-03-01,DENVER CO,Pink Cab,25.2,270.14,299.88,754233,12421,1,1,0,0,10735.0
2018-03-01,DENVER CO,Yellow Cab,34.489999999999995,739.62,457.2204,754233,12421,2,1,1,2,20839.0
2018-03-01,LOS ANGELES CA,Pink Cab,189.45,2244.67,2130.13,1595037,144132,5,1,2,6,11196.142857142857
2018-03-01,LOS ANGELES CA,Yellow Cab,192.46,3681.09,2571.6684,1595037,144132,5,6,6,5,16446.909090909092
2018-03-01,NASHVILLE TN,Yellow Cab,44.05,647.07,581.73,327225,9270,2,0,0,2,13133.5
2018-03-01,NEW YORK NY,Pink Cab,159.39000000000001,2254.38,1675.2930000000001,8405837,302149,4,5,2,1,20283.833333333332
2018-03-01,NEW YORK NY,Yellow Cab,732.08,18885.37,9683.5104,8405837,302149,12,12,18,18,16419.533333333333
2018-03-01,ORANGE COUNTY,Pink Cab,57.68,913.18,660.4780000000001,1030185,12994,2,1,1,2,8566.0
2018-03-01,PHOENIX AZ,Yellow Cab,25.53,472.26,306.36,943999,6133,1,0,0,1,5558.0
2018-03-01,SACRAMENTO CA,Pink Cab,9.09,116.12,95.445,545776,7044,1,1,0,0,8356.0
2018-03-01,SAN DIEGO CA,Pink Cab,7.699999999999999,109.1,87.99799999999999,959307,69995,0,0,2,2,24657.0
2018-03-01,SAN DIEGO CA,Yellow Cab,201.89,3602.49,2546.5704,959307,69995,1,4,6,3,12691.285714285714
2018-03-01,SEATTLE WA,Pink Cab,11.55,156.58,127.05,671238,25063,0,0,1,1,21736.0
2018-03-01,SEATTLE WA,Yellow Cab,31.16,494.59000000000003,389.8104,671238,25063,1,0,1,2,11134.5
2018-03-01,SILICON VALLEY,Yellow Cab,38.44,874.3800000000001,536.0784,1177609,27247,0,0,2,2,7898.0
2018-03-01,TUCSON AZ,Pink Cab,39.78,436.83,441.558,631442,5712,1,0,0,1,8440.0
2018-03-01,WASHINGTON DC,Pink Cab,121.32,1506.78,1346.82,418859,127001,2,1,1,2,10702.0
2018-03-01,WASHINGTON DC,Yellow Cab,506.58,8358.23,6669.0408,418859,127001,10,14,15,11,15553.88
2018-03-02,ATLANTA GA,Pink Cab,49.2,744.92,552.408,814885,24701,2,2,1,1,10467.0
2018-03-02,ATLANTA GA,Yellow Cab,208.85,4914.88,2843.3724,814885,24701,5,1,4,8,14348.666666666666
2018-03-02,AUSTIN TX,Pink Cab,38.08,743.7,388.416,698371,14978,1,0,0,1,17600.0
2018-03-02,AUSTIN TX,Yellow Cab,92.53999999999999,1997.14,1229.9088,698371,14978,3,2,1,2,14770.75
2018-03-02,BOSTON MA,Pink Cab,107.34,1202.71,1139.6970000000001,248968,80021,2,2,3,3,16844.8
2018-03-02,BOSTON MA,Yellow Cab,645.26,10145.93,8528.2812,248968,80021,18,14,17,21,14864.114285714286
2018-03-02,CHICAGO IL,Pink Cab,246.52,2990.73,2714.831,1955130,164468,7,7,4,4,18301.272727272728
2018-03-02,CHICAGO IL,Yellow Cab,1148.67,19302.79,15044.8524,1955130,164468,32,21,18,29,14859.14
2018-03-02,DALLAS TX,Pink Cab,48.440000000000005,398.43,557.81,942908,22157,1,3,2,0,14660.0
2018-03-02,DALLAS TX,Yellow Cab,37.18,900.23,459.20640000000003,942908,22157,2,1,2,3,8029.75
2018-03-02,DENVER CO,Pink Cab,29.0,358.19,307.4,754233,12421,0,1,1,0,26240.0
2018-03-02,DENVER CO,Yellow Cab,30.68,715.48,379.2048,754233,12421,1,1,0,0,23577.0
2018-03-02,LOS ANGELES CA,Pink Cab,342.67,4667.44,3605.166,1595037,144132,7,8,9,8,12701.8125
2018-03-02,LOS ANGELES CA,Yellow Cab,823.49,16226.18,11001.4968,1595037,144132,29,18,10,21,13929.076923076924
2018-03-02,MIAMI FL,Pink Cab,40.88,522.07,448.37100000000004,1339155,17675,2,1,0,1,22479.5
2018-03-02,MIAMI FL,Yellow Cab,96.68,1944.63,1279.3392000000001,1339155,17675,3,1,0,2,14674.333333333334
2018-03-02,NASHVILLE TN,Pink Cab,86.19,1112.85,936.793,327225,9270,3,1,0,2,15495.333333333334
2018-03-02,NASHVILLE TN,Yellow Cab,43.63,576.92,579.6252,327225,9270,2,1,0,1,15758.5
2018-03-02,NEW YORK NY,Pink Cab,172.31,2745.8599999999997,1902.37,8405837,302149,4,3,3,4,17003.285714285714
2018-03-02,NEW YORK NY,Yellow Cab,2334.77,68038.62,30969.9804,8405837,302149,63,33,38,68,14998.50495049505
2018-03-02,ORANGE COUNTY,Pink Cab,40.0,553.08,456.0,1030185,12994,1,0,0,1,6667.0
2018-03-02,ORANGE COUNTY,Yellow Cab,48.84,1671.96,632.6388,1030185,12994,1,1,1,1,14259.5
2018-03-02,PHOENIX AZ,Pink Cab,27.27,229.93,313.605,943999,6133,1,0,0,1,24705.0
2018-03-02,PHOENIX AZ,Yellow Cab,46.29,939.45,599.8824,943999,6133,0,0,2,2,13117.5
2018-03-02,PITTSBURGH PA,Yellow Cab,25.2,493.28,326.592,542085,3643,1,0,0,1,10622.0
2018-03-02,SACRAMENTO CA,Pink Cab,71.85,1165.0900000000001,792.27,545776,7044,1,1,1,1,17405.0
2018-03-02,SAN DIEGO CA,Pink Cab,243.67000000000002,3650.56,2684.511,959307,69995,7,5,2,4,17019.11111111111
2018-03-02,SAN DIEGO CA,Yellow Cab,340.01,6546.83,4514.6856,959307,69995,8,6,4,6,14236.0
2018-03-02,SEATTLE WA,Pink Cab,143.14,1939.05,1578.79,671238,25063,3,3,2,2,16512.0
2018-03-02,SEATTLE WA,Yellow Cab,81.25,1391.71,1034.2752,671238,25063,2,3,3,2,11611.0
2018-03-02,SILICON VALLEY,Pink Cab,40.25,508.76,454.825,1177609,27247,1,0,0,1,11835.0
2018-03-02,SILICON VALLEY,Yellow Cab,347.94,8245.28,4574.8668,1177609,27247,4,6,7,5,14594.09090909091
2018-03-02,TUCSON AZ,Pink Cab,7.14,72.43,73.542,631442,5712,1,1,0,0,12807.0
2018-03-02,TUCSON AZ,Yellow Cab,24.48,371.5,343.6992,631442,5712,0,1,2,1,12907.0
2018-03-02,WASHINGTON DC,Pink Cab,33.04,438.3,363.776,418859,127001,1,1,1,1,2809.5
2018-03-02,WASHINGTON DC,Yellow Cab,1252.23,22206.67,16556.6496,418859,127001,36,20,27,43,13707.126984126984
2018-03-03,ATLANTA GA,Yellow Cab,86.52,2019.51,1123.188,814885,24701,2,2,2,2,10480.5
2018-03-03,AUSTIN TX,Pink Cab,9.54,199.98,111.618,698371,14978,1,0,0,1,16218.0
2018-03-03,BOSTON MA,Pink Cab,101.92000000000002,1242.55,1157.224,248968,80021,2,2,1,1,20907.666666666668
2018-03-03,BOSTON MA,Yellow Cab,1003.37,16517.4,13126.236,248968,80021,22,23,23,22,15315.511111111111
2018-03-03,CHICAGO IL,Pink Cab,344.77,4297.93,3702.872,1955130,164468,9,9,3,3,10326.833333333334
2018-03-03,CHICAGO IL,Yellow Cab,1632.57,27393.15,21630.858,1955130,164468,47,30,27,44,14927.027027027027
2018-03-03,DALLAS TX,Yellow Cab,157.75,4163.54,2098.3128,942908,22157,5,2,2,5,15182.57142857143
2018-03-03,DENVER CO,Pink Cab,65.98,797.71,728.2180000000001,754233,12421,1,1,1,1,21718.0
2018-03-03,LOS ANGELES CA,Pink Cab,474.92,6473.01,5272.242,1595037,144132,14,9,10,15,17917.166666666668
2018-03-03,LOS ANGELES CA,Yellow Cab,1044.59,21155.52,13993.512,1595037,144132,26,18,15,23,14414.341463414634
2018-03-03,MIAMI FL,Pink Cab,115.28999999999999,1566.8500000000001,1273.851,1339155,17675,2,0,2,4,15298.0
2018-03-03,MIAMI FL,Yellow Cab,73.07,1349.32,935.8872,1339155,17675,2,2,2,2,14806.5
2018-03-03,NASHVILLE TN,Pink Cab,81.66,1092.23,894.333,327225,9270,0,2,3,1,14655.666666666666
2018-03-03,NEW YORK NY,Pink Cab,202.94,3168.24,2148.807,8405837,302149,5,2,3,6,15022.5
2018-03-03,NEW YORK NY,Yellow Cab,1938.48,54639.89,25477.8972,8405837,302149,50,34,44,60,15526.170212765957
2018-03-03,ORANGE COUNTY,Pink Cab,38.76,617.49,461.244,1030185,12994,1,0,0,1,24476.0
2018-03-03,ORANGE COUNTY,Yellow Cab,45.44,1504.0700000000002,611.5392,1030185,12994,1,0,1,2,15471.0
2018-03-03,PHOENIX AZ,Yellow Cab,12.24,240.57,170.3808,943999,6133,0,0,1,1,18198.0
2018-03-03,PITTSBURGH PA,Pink Cab,39.96,472.73,451.548,542085,3643,1,0,0,1,3187.0
2018-03-03,PITTSBURGH PA,Yellow Cab,16.15,322.71,211.242,542085,3643,1,1,0,0,2047.0
2018-03-03,SACRAMENTO CA,Pink Cab,12.74,198.52,146.51,545776,7044,0,0,1,1,22196.0
2018-03-03,SACRAMENTO CA,Yellow Cab,103.17999999999999,2045.88,1403.1432,545776,7044,4,1,0,3,17104.0
2018-03-03,SAN DIEGO CA,Pink Cab,213.41,3131.86,2342.867,959307,69995,5,6,4,3,13031.555555555555
2018-03-03,SAN DIEGO CA,Yellow Cab,247.86,4811.09,3284.3952,959307,69995,7,5,3,5,14635.2
2018-03-03,SEATTLE WA,Pink Cab,36.18,598.96,405.606,671238,25063,1,0,1,2,19552.5
2018-03-03,SEATTLE WA,Yellow Cab,163.53,2785.42,2075.9052,671238,25063,2,4,5,3,17126.714285714286
2018-03-03,SILICON VALLEY,Pink Cab,42.06,518.5,430.995,1177609,27247,2,2,0,0,20456.5
2018-03-03,SILICON VALLEY,Yellow Cab,57.06,1387.1100000000001,699.3552,1177609,27247,1,2,2,1,12975.333333333334
2018-03-03,TUCSON AZ,Pink Cab,6.54,77.44,68.016,631442,5712,1,0,0,1,16503.0
2018-03-03,WASHINGTON DC,Pink Cab,158.76999999999998,2323.88,1751.246,418859,127001,4,4,3,3,15140.42857142857
2018-03-03,WASHINGTON DC,Yellow Cab,1492.37,26232.1,19754.688,418859,127001,31,27,33,37,14406.375
2018-03-04,ATLANTA GA,Yellow Cab,44.0,986.7,591.36,814885,24701,0,0,1,1,13611.0
2018-03-04,BOSTON MA,Pink Cab,42.94,506.5,477.609,248968,80021,2,1,1,2,12526.333333333334
2018-03-04,BOSTON MA,Yellow Cab,261.94,3876.73,3371.2524,248968,80021,9,5,2,6,17066.636363636364
2018-03-04,CHICAGO IL,Pink Cab,62.06,715.11,682.264,1955130,164468,1,0,2,3,9895.0
2018-03-04,CHICAGO IL,Yellow Cab,566.68,8722.19,7514.1324,1955130,164468,17,8,8,17,14571.12
2018-03-04,DALLAS TX,Pink Cab,16.95,147.96,186.45,942908,22157,1,0,0,1,33626.0
2018-03-04,DALLAS TX,Yellow Cab,60.96,1577.52,769.1904000000001,942908,22157,1,2,2,1,17597.0
2018-03-04,DENVER CO,Yellow Cab,7.28,148.55,101.3376,754233,12421,1,0,0,1,14668.0
2018-03-04,LOS ANGELES CA,Pink Cab,123.52,1614.32,1381.597,1595037,144132,4,3,4,5,15126.375
2018-03-04,LOS ANGELES CA,Yellow Cab,233.76,4257.75,3131.9519999999998,1595037,144132,7,7,7,7,14185.214285714286
2018-03-04,MIAMI FL,Yellow Cab,49.11,815.82,657.828,1339155,17675,1,0,1,2,12061.0
2018-03-04,NASHVILLE TN,Pink Cab,35.64,390.07,402.732,327225,9270,0,1,1,0,21405.0
2018-03-04,NEW YORK NY,Pink Cab,23.92,301.19,277.472,8405837,302149,1,0,0,1,10201.0
2018-03-04,NEW YORK NY,Yellow Cab,641.12,17068.24,8499.4704,8405837,302149,18,13,12,17,16485.666666666668
2018-03-04,ORANGE COUNTY,Yellow Cab,27.299999999999997,876.59,371.64959999999996,1030185,12994,1,0,1,2,19924.0
2018-03-04,SACRAMENTO CA,Yellow Cab,36.63,704.26,518.6808,545776,7044,1,0,0,1,33845.0
2018-03-04,SAN DIEGO CA,Pink Cab,97.84,1397.13,1128.65,959307,69995,1,1,3,3,19588.75
2018-03-04,SAN DIEGO CA,Yellow Cab,35.09,635.05,486.5232,959307,69995,2,2,1,1,11512.666666666666
2018-03-04,SEATTLE WA,Pink Cab,102.64,1376.15,1159.66,671238,25063,2,1,1,2,14507.0
2018-03-04,SEATTLE WA,Yellow Cab,56.23,902.9100000000001,740.7408,671238,25063,4,3,0,1,8737.0
2018-03-04,SILICON VALLEY,Yellow Cab,14.7,296.8,211.68,1177609,27247,0,0,1,1,18315.0
2018-03-04,WASHINGTON DC,Pink Cab,41.6,593.98,445.12,418859,127001,1,1,0,0,8000.0
2018-03-04,WASHINGTON DC,Yellow Cab,361.5,5927.16,4717.974,418859,127001,8,5,8,11,14233.4375
2018-03-05,ATLANTA GA,Pink Cab,32.01,342.59,371.316,814885,24701,1,0,0,1,31811.0
2018-03-05,ATLANTA GA,Yellow Cab,48.0,1106.45,627.84,814885,24701,1,1,0,0,21634.0
2018-03-05,AUSTIN TX,Pink Cab,41.81,762.11,468.272,698371,14978,0,0,1,1,13064.0
2018-03-05,BOSTON MA,Pink Cab,54.64,623.0500000000001,564.112,248968,80021,1,2,2,1,24244.0
2018-03-05,BOSTON MA,Yellow Cab,236.32999999999998,3421.62,3117.2568,248968,80021,2,2,6,6,10726.125
2018-03-05,CHICAGO IL,Pink Cab,50.019999999999996,556.8399999999999,559.8299999999999,1955130,164468,2,1,1,2,14384.666666666666
2018-03-05,CHICAGO IL,Yellow Cab,366.78,5795.96,4848.834,1955130,164468,13,8,6,11,12844.473684210527
2018-03-05,DALLAS TX,Yellow Cab,25.96,655.87,370.7088,942908,22157,0,0,1,1,19677.0
2018-03-05,DENVER CO,Yellow Cab,14.0,282.76,199.92,754233,12421,0,0,1,1,12062.0
2018-03-05,LOS ANGELES CA,Pink Cab,61.64,791.82,726.962,1595037,144132,2,1,1,2,6005.0
2018-03-05,LOS ANGELES CA,Yellow Cab,243.84,4424.16,3360.9408,1595037,144132,9,7,5,7,14585.714285714286
2018-03-05,MIAMI FL,Pink Cab,36.89,401.76,409.479,1339155,17675,0,0,1,1,22879.0
2018-03-05,MIAMI FL,Yellow Cab,25.68,473.48,311.2416,1339155,17675,1,1,0,0,17368.0
2018-03-05,NASHVILLE TN,Pink Cab,8.48,107.94,99.216,327225,9270,1,0,0,1,19181.0
2018-03-05,NEW YORK NY,Pink Cab,24.83,334.37,260.04999999999995,8405837,302149,2,0,0,2,5375.0
2018-03-05,NEW YORK NY,Yellow Cab,796.16,20885.58,10430.9364,8405837,302149,22,12,10,20,16566.59375
2018-03-05,PITTSBURGH PA,Pink Cab,36.38,496.59,403.818,542085,3643,0,1,1,0,22752.0
2018-03-05,SAN DIEGO CA,Pink Cab,107.39,1463.1799999999998,1204.129,959307,69995,2,2,3,3,15049.2
2018-03-05,SAN DIEGO CA,Yellow Cab,193.77,3560.59,2657.5236,959307,69995,4,4,3,3,14462.42857142857
2018-03-05,SEATTLE WA,Pink Cab,15.4,216.88,169.4,671238,25063,0,0,1,1,17608.0
2018-03-05,SEATTLE WA,Yellow Cab,20.14,303.02,263.4312,671238,25063,0,0,1,1,3335.0
2018-03-05,SILICON VALLEY,Pink Cab,87.82000000000001,1338.3999999999999,981.7389999999999,1177609,27247,4,0,3,7,16390.285714285714
2018-03-05,SILICON VALLEY,Yellow Cab,9.6,198.04,117.504,1177609,27247,1,0,0,1,25054.0
2018-03-05,TUCSON AZ,Yellow Cab,15.47,215.08,202.3476,631442,5712,1,1,0,0,18703.0
2018-03-05,WASHINGTON DC,Yellow Cab,600.42,10382.13,8133.1476,418859,127001,15,9,8,14,15264.695652173914
2018-03-06,ATLANTA GA,Yellow Cab,83.2,1789.04,1085.8572,814885,24701,1,1,2,2,9294.0
2018-03-06,AUSTIN TX,Yellow Cab,36.75,822.02,478.02239999999995,698371,14978,2,1,1,2,13350.0
2018-03-06,BOSTON MA,Pink Cab,92.94,965.35,1029.52,248968,80021,3,2,1,2,14010.75
2018-03-06,BOSTON MA,Yellow Cab,195.76999999999998,3012.11,2574.1944,248968,80021,7,2,3,8,13348.3
2018-03-06,CHICAGO IL,Pink Cab,99.46,1166.87,1121.154,1955130,164468,1,1,2,2,9198.333333333334
2018-03-06,CHICAGO IL,Yellow Cab,523.81,8285.3,6935.7083999999995,1955130,164468,9,7,10,12,15617.842105263158
2018-03-06,DALLAS TX,Pink Cab,21.34,264.68,239.008,942908,22157,1,0,0,1,6133.0
2018-03-06,DALLAS TX,Yellow Cab,104.11,2326.19,1349.9424,942908,22157,1,1,3,3,18025.5
2018-03-06,DENVER CO,Yellow Cab,90.61,1833.77,1188.9732,754233,12421,2,2,1,1,19479.0
2018-03-06,LOS ANGELES CA,Pink Cab,209.48000000000002,2741.5,2355.3940000000002,1595037,144132,4,2,5,7,11596.555555555555
2018-03-06,LOS ANGELES CA,Yellow Cab,294.64,5418.54,3869.7828,1595037,144132,7,3,7,11,12099.357142857143
2018-03-06,MIAMI FL,Pink Cab,36.27,544.05,431.613,1339155,17675,0,1,1,0,23667.0
2018-03-06,NASHVILLE TN,Pink Cab,14.16,177.92,158.592,327225,9270,0,1,1,0,3498.0
2018-03-06,NEW YORK NY,Pink Cab,63.96,815.51,695.604,8405837,302149,1,2,1,0,12296.5
2018-03-06,NEW YORK NY,Yellow Cab,874.42,23743.079999999998,11719.0968,8405837,302149,20,13,16,23,13927.555555555555
2018-03-06,ORANGE COUNTY,Yellow Cab,21.85,663.59,283.176,1030185,12994,1,1,0,0,26205.0
2018-03-06,PHOENIX AZ,Pink Cab,13.78,136.47,147.446,943999,6133,0,1,1,0,23227.0
2018-03-06,PHOENIX AZ,Yellow Cab,13.09,281.01,158.6508,943999,6133,0,1,1,0,14444.0
2018-03-06,SACRAMENTO CA,Yellow Cab,12.72,150.68,183.168,545776,7044,0,1,1,0,3654.0
2018-03-06,SAN DIEGO CA,Pink Cab,9.629999999999999,121.07,108.999,959307,69995,0,1,2,1,26818.0
2018-03-06,SAN DIEGO CA,Yellow Cab,57.43,1044.02,772.2168,959307,69995,1,2,3,2,18496.5
2018-03-06,SEATTLE WA,Yellow Cab,69.88,1192.21,900.7608,671238,25063,2,1,1,2,17097.0
2018-03-06,SILICON VALLEY,Pink Cab,43.07,652.55,490.20399999999995,1177609,27247,2,2,0,0,18595.5
2018-03-06,SILICON VALLEY,Yellow Cab,40.17,955.09,503.08799999999997,1177609,27247,2,1,1,2,18246.333333333332
2018-03-06,TUCSON AZ,Yellow Cab,25.99,390.84,361.7808,631442,5712,0,0,1,1,7378.0
2018-03-06,WASHINGTON DC,Pink Cab,60.760000000000005,803.03,648.9200000000001,418859,127001,3,1,0,2,11787.0
2018-03-06,WASHINGTON DC,Yellow Cab,429.23,7741.73,5701.3692,418859,127001,14,7,3,10,13943.117647058823
2018-03-07,ATLANTA GA,Pink Cab,44.46,466.13,466.83,814885,24701,0,0,1,1,15057.0
2018-03-07,ATLANTA GA,Yellow Cab,27.15,585.01,368.352,814885,24701,1,0,2,3,8324.333333333334
2018-03-07,AUSTIN TX,Pink Cab,45.760000000000005,509.93,504.9,698371,14978,1,1,1,1,22877.5
2018-03-07,AUSTIN TX,Yellow Cab,6.36,129.69,87.768,698371,14978,1,0,0,1,23144.0
2018-03-07,BOSTON MA,Yellow Cab,241.88,3732.16,3225.5196,248968,80021,7,3,2,6,17719.666666666668
2018-03-07,CHICAGO IL,Pink Cab,58.290000000000006,720.21,641.496,1955130,164468,1,2,2,1,8848.0
2018-03-07,CHICAGO IL,Yellow Cab,564.04,9075.9,7458.4092,1955130,164468,16,7,11,20,15212.37037037037
2018-03-07,DENVER CO,Pink Cab,30.24,334.0,308.448,754233,12421,0,1,1,0,27310.0
2018-03-07,LOS ANGELES CA,Pink Cab,20.26,252.21,211.14000000000001,1595037,144132,2,1,0,1,17721.0
2018-03-07,LOS ANGELES CA,Yellow Cab,233.0,4197.27,3127.5756,1595037,144132,6,4,4,6,14667.7
2018-03-07,MIAMI FL,Yellow Cab,11.6,279.97,150.336,1339155,17675,0,0,1,1,10463.0
2018-03-07,NASHVILLE TN,Pink Cab,60.19,745.47,620.518,327225,9270,1,1,1,1,24251.0
2018-03-07,NEW YORK NY,Pink Cab,118.53999999999999,1472.5900000000001,1271.806,8405837,302149,2,0,2,4,12745.25
2018-03-07,NEW YORK NY,Yellow Cab,518.32,14118.0,6747.168,8405837,302149,12,8,12,16,15557.541666666666
2018-03-07,PHOENIX AZ,Pink Cab,33.99,329.3,380.688,943999,6133,1,0,0,1,23815.0
2018-03-07,SACRAMENTO CA,Pink Cab,24.0,236.93,276.0,545776,7044,1,0,0,1,34281.0
2018-03-07,SAN DIEGO CA,Pink Cab,104.07,1345.64,1109.574,959307,69995,4,3,1,2,11552.8
2018-03-07,SAN DIEGO CA,Yellow Cab,61.14,1188.1399999999999,828.3792,959307,69995,1,2,2,1,9617.0
2018-03-07,SEATTLE WA,Pink Cab,3.21,43.07,37.878,671238,25063,1,0,0,1,23187.0
